code,id,name,original_name,name_kana,lat,lng,prefecture,postal_code,address,closed,open_date,closed_date,impl,attr
9910928,3d86fb,穂波,穂波,ほなみ,43.730417,143.761572,1,099-1402,北海道常呂郡訓子府町字穂波,1,NULL,2006-04-21,0,NULL
9910929,6f129c,日ノ出,日ノ出,ひので,43.737067,143.785586,1,099-1401,北海道常呂郡訓子府町字日出２８−８７,1,1947-02-11,2006-04-21,0,NULL
9910930,f2c3e4,広郷,広郷,ひろさと,43.743717,143.808425,1,099-1585,北海道北見市上ところ５７９,1,NULL,2006-04-21,0,NULL
9910931,2b27d3,上常呂,上常呂,かみところ,43.757731,143.837008,1,099-1585,北海道北見市上ところ６８２−２,1,1911-09-25,2006-04-21,0,NULL
9910932,3d933d,北光社,北光社,ほっこうしゃ,43.775858,143.869667,1,099-1583,北海道北見市北上１２,1,NULL,2006-04-21,0,NULL
9911003,78e308,豊平,豊平,とよひら,43.048306,141.375583,1,062-0904,北海道札幌市豊平区豊平４条９丁目１-１,1,1918-10-18,1969-11-01,0,NULL
9911005,b730c8,慈恵学園,慈恵学園,じけいがくえん,43.009456,141.365581,1,005-0004,北海道札幌市南区澄川４条６丁目１-１,1,1959-04-01,1969-11-01,0,NULL
9911006,7887bf,真駒内(定山渓鉄道線),真駒内,まこまない,43.002371,141.363003,1,005-0861,北海道札幌市南区真駒内６１１−１,1,1920-04-01,1969-11-01,0,NULL
9911007,58be7b,緑ヶ丘,緑ヶ丘,みどりがおか,42.988556,141.358056,1,005-0015,北海道札幌市南区真駒内泉町４丁目１-１,1,1961-04-15,1969-11-01,0,NULL
9911008,de2c20,石切山,石切山,いしきりやま,42.968889,141.335389,1,005-0841,北海道札幌市南区石山１条３丁目１-３０,1,1918-10-18,1969-11-01,0,NULL
9911009,a73179,藤の沢,藤の沢,ふじのさわ,42.9615,141.307889,1,061-2282,北海道札幌市南区藤野２条２丁目１-２４,1,1918-10-17,1969-11-01,0,NULL
9911010,5ac232,十五島公園,十五島公園,じゅうごしまこうえん,42.962333,141.297639,1,061-2282,北海道札幌市南区藤野２条６丁目２-１,1,1959-06-21,1969-11-01,0,NULL
9911011,6d28a9,下藤野,下藤野,しもふじの,42.962722,141.285833,1,061-2282,北海道札幌市南区藤野２条９丁目４-８,1,1948-01-01,1969-11-01,0,NULL
9911012,108a33,東簾舞,東簾舞,ひがしみすまい,42.964833,141.26975,1,061-2261,北海道札幌市南区簾舞１条１丁目１-３８,1,1951-11-01,1969-11-01,0,NULL
9911013,a7e650,簾舞,簾舞,みすまい,42.963778,141.259361,1,061-2272,北海道札幌市南区簾舞５６１−２,1,1918-10-18,1969-11-01,0,NULL
9911014,28da19,豊滝,豊滝,とよたき,42.95725,141.240917,1,061-2273,北海道札幌市南区豊滝４２０−２８,1,1948-01-11,1969-11-01,0,NULL
9911015,eefd1f,滝の沢,滝の沢,たきのさわ,42.960556,141.227944,1,061-2274,北海道札幌市南区小金湯３８９,1,NULL,1969-11-01,0,NULL
9911016,e073a2,小金湯,小金湯,こがねゆ,42.967361,141.218389,1,061-2274,北海道札幌市南区小金湯６２９−１７,1,1936-10-20,1969-11-01,0,NULL
9911017,df0ee5,一の沢,一の沢,いちのさわ,42.970611,141.208667,1,061-2274,北海道札幌市南区小金湯６４９,1,1926-08-15,1969-11-01,0,NULL
9911018,d65c43,錦橋,錦橋,にしきばし,42.970611,141.178333,1,061-2302,北海道札幌市南区定山渓温泉東１丁目４３,1,1928-06-07,1969-11-01,0,NULL
9911019,18b06f,白糸の滝,白糸の滝,しらいとのたき,42.968694,141.17025,1,061-2302,北海道札幌市南区定山渓温泉東２丁目１０３,1,1933-01-07,1969-11-01,0,NULL
9911020,3fb921,定山渓,定山渓,じょうざんけい,42.963778,141.163056,1,061-2302,北海道札幌市南区定山渓温泉東４丁目３１５−１,1,1918-10-18,1969-11-01,0,NULL
9911102,41a9fa,中の川,中の川,なかのがわ,42.701889,140.289472,1,048-0123,北海道寿都郡黒松内町字中ノ川２３−２,1,1920-10-24,1972-05-11,0,NULL
9911103,c0276f,湯別,湯別,ゆべつ,42.74975,140.282694,1,048-0414,北海道寿都郡寿都町字湯別町上湯別１０３,1,1920-10-24,1972-05-11,0,NULL
9911104,16a803,樽岸,樽岸,たるきし,42.766306,140.248222,1,048-0413,北海道寿都郡寿都町字樽岸町樽岸１４４,1,1920-10-24,1972-05-11,0,NULL
9911105,e6c3e1,寿都,寿都,すっつ,42.791056,140.229306,1,048-0406,北海道寿都郡寿都町字渡島町１４０,1,1920-10-24,1972-05-11,0,NULL
9911202,24dfd3,春日町(北海道),春日町,かすがちょう,43.956194,141.665361,1,077-0000,北海道留萌市大字留萌村マサリベツ２０１,1,1949-07-25,1967-07-31,0,NULL
9911203,d5a3bf,桜山(北海道),桜山,NULL,43.976417,141.694,1,078-3303,北海道留萌郡小平町字豊平,1,1941-12-18,1967-07-31,0,NULL
9911204,5c4db0,天塩本郷,天塩本郷,てしおほんごう,43.997028,141.713639,1,078-3304,北海道留萌郡小平町字本郷１２６−１２,1,1941-12-18,1967-07-31,0,NULL
9911205,60d3c1,沖内,沖内,おきない,44.002944,141.756944,1,078-3309,北海道留萌郡小平町字沖内８９９,1,1942-08-01,1967-07-31,0,NULL
9911206,32201a,寧楽,寧楽,ねいらく,44.022806,141.783194,1,077-0465,北海道留萌郡小平町字寧楽１１１,1,1942-08-01,1967-07-31,0,NULL
9911207,f13eb6,天塩住吉,天塩住吉,てしおすみよし,44.028306,141.80775,1,077-0464,北海道留萌郡小平町字住吉５９０,1,1942-08-01,1967-07-31,0,NULL
9911208,d19a5f,達布,達布,たっぷ,44.049056,141.856722,1,077-0463,北海道留萌郡小平町字達布３４８−９,1,1941-12-18,1967-07-31,0,NULL
9911302,223176,五線,五線,NULL,44.394389,141.752111,1,078-4141,北海道苫前郡羽幌町字築別６７０,1,1948-06-01,1970-12-15,0,NULL
9911303,a181f6,七線沢,七線沢,NULL,44.386444,141.764694,1,078-4142,北海道苫前郡羽幌町字上築,1,1958-08-01,1970-12-15,0,NULL
9911304,208909,上築別,上築別,NULL,44.379056,141.789611,1,078-4142,北海道苫前郡羽幌町字上築９３８−２,1,NULL,1970-12-15,0,NULL
9911306,a5e9c3,曙,曙,あけぼの,44.366917,141.840889,1,078-4144,北海道苫前郡羽幌町字曙,1,1941-12-14,1970-12-15,0,NULL
9911307,b1bc74,桜ケ丘,桜ケ丘,NULL,44.373833,141.864472,1,078-4144,北海道苫前郡羽幌町字曙２２０,1,NULL,1970-12-15,0,NULL
9911308,f78eef,古賀町,古賀町,NULL,44.38875,141.885778,1,078-4145,北海道苫前郡羽幌町字築別炭砿,1,1958-06-10,1970-12-15,0,NULL
9911309,2961ba,築別炭砿,築別炭砿,ちくべつたんこう,44.394111,141.891444,1,078-4145,北海道苫前郡羽幌町字築別炭砿,1,1941-12-14,1970-12-15,0,NULL
9911402,65c07b,南新得,南新得,みなみしんとく,43.070494,142.838075,1,081-0038,北海道上川郡新得町字新得,1,1928-12-15,1968-10-01,0,NULL
9911403,44e227,佐幌,佐幌,さほろ,43.065642,142.877322,1,089-0102,北海道上川郡清水町字下佐幌,1,1932-11-15,1968-10-01,0,NULL
9911404,9bf4c2,屈足,屈足,くったり,43.094833,142.905528,1,081-0155,北海道上川郡新得町屈足幸町４丁目,1,1928-12-15,1968-10-01,0,NULL
9911405,6318a5,熊牛,熊牛,くまうし,43.087014,142.940525,1,089-0241,北海道上川郡清水町字熊牛,1,NULL,1968-10-01,0,NULL
9911406,21d6aa,新幌内,新幌内,しんほろない,43.082264,142.9637,1,081-0227,北海道河東郡鹿追町幌内西２２線２４,1,1932-11-15,1968-10-01,0,NULL
9911407,1059fa,中鹿追,中鹿追,なかしかおい,43.098692,142.988547,1,081-0222,北海道河東郡鹿追町東町１丁目１５−１,1,NULL,1968-10-01,0,NULL
9911408,84212c,鹿追,鹿追,しかおい,43.106336,142.994708,1,081-0201,北海道河東郡鹿追町新町３丁目５７,1,1928-12-15,1968-10-01,0,NULL
9911409,789af5,北笹川,北笹川,きたささかわ,43.130983,143.001639,1,081-0204,北海道河東郡鹿追町笹川北９線９−１８,1,1936-12-15,NULL,0,NULL
9911410,45ce0f,自衛隊前(北海道拓殖鉄道),自衛隊前,じえいたいまえ,43.143583,143.005867,1,081-0204,北海道河東郡鹿追町笹川,1,NULL,1968-10-01,0,NULL
9911411,be7f14,瓜幕,瓜幕,うりまく,43.165361,143.025692,1,081-0342,北海道河東郡鹿追町瓜幕東１丁目２７,1,1929-11-26,1968-10-01,0,NULL
9911412,db7d13,中瓜幕,中瓜幕,なかうりまく,43.167056,143.081075,1,081-0346,北海道河東郡鹿追町東瓜幕西１９線,1,1932-11-15,1967-10-01,0,NULL
9911413,dce1cc,東瓜幕,東瓜幕,ひがしうりまく,43.163489,143.108583,1,081-0346,北海道河東郡鹿追町東瓜幕,1,1929-11-26,1967-10-01,0,NULL
9911414,e17b39,中音更,中音更,なかおとふけ,43.180436,143.209692,1,080-1273,北海道河東郡士幌町字中音更,1,1929-11-26,1949-09-01,0,NULL
9911502,9efe38,北海鋼機前,北海鋼機前,ほっかいこうきまえ,43.096611,141.536694,1,069-0821,北海道江別市東野幌町１１−４,1,1956-12-01,1975-04-01,0,NULL
9911503,a11813,上江別,上江別,かみえべつ,43.101444,141.553833,1,067-0062,北海道江別市上江別南町２９-２１,1,1930-11-03,1974-10-01,0,NULL
9911504,67644a,下の月,下の月,しものつき,43.075389,141.58125,1,069-0822,北海道江別市東野幌９３６−２,1,1959-04-01,1974-10-01,0,NULL
9911505,412d1e,晩翠,晩翠,ばんすい,43.064667,141.609306,1,069-0211,北海道空知郡南幌町南１１線西６２１,1,1930-11-03,1975-04-01,0,NULL
9911506,f95b99,南幌,南幌,なんぽろ,43.060861,141.652028,1,069-0235,北海道空知郡南幌町中央３丁目１-２５,1,1930-11-03,1975-04-01,0,NULL
9911507,0d810b,双葉(北海道),双葉,ふたば,43.0585,141.693944,1,069-1318,北海道夕張郡長沼町西４線北,1,1959-09-22,1974-10-01,0,NULL
9911508,8f62fd,北長沼,北長沼,きたながぬま,43.062694,141.725889,1,069-1317,北海道夕張郡長沼町東１線北１５,1,1930-11-03,1975-04-01,0,NULL
9911509,0c5005,中央農試前,中央農試前,ちゅうおうのうしまえ,43.063056,141.759056,1,069-1317,北海道夕張郡長沼町東５線北１７,1,1969-05-01,1974-10-01,0,NULL
9911511,e1ddd2,角田(北海道),角田,かくた,43.034056,141.811972,1,069-1524,北海道夕張郡栗山町角田１２５,1,1926-10-14,1971-11-15,0,NULL
9911512,652b40,継立,継立,つぎたて,43.020722,141.859444,1,068-0353,北海道夕張郡栗山町字継立２５０,1,1926-10-14,1975-04-01,0,NULL
9911513,b28e24,新二岐,新二岐,しんふたまた,43.037139,141.895639,1,068-0354,北海道夕張郡栗山町字日出１１６−２,1,1926-10-14,1975-04-01,0,NULL
9911514,808105,錦沢,錦沢,にしきざわ,43.013611,141.951528,1,068-0426,北海道夕張市富野,1,1926-10-14,1975-04-01,0,NULL
9911515,09c5be,平和(夕張鉄道),平和,へいわ,43.019972,141.97325,1,068-0424,北海道夕張市千代田１３−１,1,1938-08-01,1975-04-01,0,NULL
9911516,966eef,礦業所前,礦業所前,こうぎょうしょまえ,43.018611,141.97975,1,068-0423,北海道夕張市平和１,1,1952-04-25,1971-11-15,0,NULL
9911517,65db02,夕製前,夕製前,ゆうせいまえ,43.023222,141.976,1,068-0422,北海道夕張市日吉５−４,1,1962-09-01,1971-11-15,0,NULL
9911518,9ac95b,若菜,若菜,わかな,43.025056,141.973333,1,068-0425,北海道夕張市若菜１０−１,1,1926-10-14,NULL,0,NULL
9911519,c5d0e8,営林署前,営林署前,えいりんしょまえ,43.032167,141.966611,1,068-0421,北海道夕張市常盤１−２,1,1956-08-11,1971-11-15,0,NULL
9911521,12b944,末広(北海道),末広,すえひろ,43.048861,141.965944,1,068-0411,北海道夕張市末広１丁目６７−１,1,1956-08-11,1971-11-15,0,NULL
9911522,5174ec,夕張本町,夕張本町,ゆうばりほんちょう,43.056194,141.972861,1,068-0403,北海道夕張市本町４丁目１,1,1926-10-14,1971-11-15,0,NULL
9911602,c1d28c,高校通り,高校通り,こうこうどおり,43.512028,142.189444,1,075-0041,北海道芦別市本町２７７,1,1958-01-20,1989-03-26,0,NULL
9911603,c12498,山の手町,山の手町,やまのてちょう,43.49475,142.174278,1,075-0161,北海道芦別市西芦別町１１−２３,1,1958-01-20,1989-03-26,0,NULL
9911604,158176,三井芦別駅,三井芦別駅,みついあしべつ,43.489611,142.172028,1,075-0161,北海道芦別市西芦別町５１−１３,1,1940-11-28,1989-03-26,0,NULL
9911605,305ede,入山,入山,いりやま,43.481556,142.167639,1,075-0161,北海道芦別市西芦別町１２７,1,1958-01-20,1989-03-26,0,NULL
9911606,fa2999,中の丘,中の丘,なかのおか,43.474583,142.169806,1,075-0167,北海道芦別市中の丘町,1,1949-09-15,1989-03-26,0,NULL
9911607,874de4,幸町,幸町,さいわいちょう,43.467,142.170889,1,075-0163,北海道芦別市緑泉町１９,1,1958-01-20,1989-03-26,0,NULL
9911608,ba8047,緑泉,緑泉,ろくせん,43.461583,142.165889,1,075-0163,北海道芦別市緑泉町１６−６,1,1945-12-15,1989-03-26,0,NULL
9911609,0a5cf7,西町アパート前,西町アパート前,にしまちあぱーとまえ,43.457417,142.163833,1,075-0164,北海道芦別市頼城町４−１０２,1,1958-01-20,1989-03-26,0,NULL
9911610,4bbe3d,芦の湯前,芦の湯前,あしのゆまえ,43.453111,142.158,1,075-0164,北海道芦別市頼城町４−１２,1,1958-01-20,1989-03-26,0,NULL
9911611,cf33fb,頼城,頼城,らいじょう,43.449361,142.158056,1,075-0164,北海道芦別市頼城町６９,1,1945-12-15,1989-03-26,0,NULL
9911612,846ef2,玉川(北海道),玉川,たまがわ,43.442056,142.157778,1,075-0164,北海道芦別市頼城町１００,1,NULL,1989-03-26,0,NULL
9911702,55b9cc,東明,東明,とうめい,43.334139,141.902972,1,072-0807,北海道美唄市東明５条２丁目３-９,1,1948-01-10,1972-06-01,0,NULL
9911703,bea743,盤の沢,盤の沢,ばんのさわ,43.332483,141.927781,1,072-0843,北海道美唄市盤の沢町高台１７８０−３１,1,1925-12-15,1972-06-01,0,NULL
9911704,b6b0e4,我路,我路,がろ,43.324472,141.944139,1,072-0852,北海道美唄市我路町二条,1,1914-11-05,1972-06-01,0,NULL
9911705,3bb90e,美唄炭山,美唄炭山,びばいたんざん,43.321944,141.953083,1,072-0000,北海道美唄市東美唄町番町２０５４,1,1914-11-05,1972-06-01,0,NULL
9911706,45e24b,常盤台,常盤台,ときわだい,43.332361,141.968194,1,072-0000,北海道美唄市東美唄町,1,1924-12-15,1972-06-01,0,NULL
9911802,414204,遠幌,遠幌,えんほろ,43.009139,142.043583,1,068-0540,北海道夕張市南部住の江町２６,1,1940-09-01,1987-07-22,0,NULL
9911803,066d0e,南大夕張,南大夕張,みなみおおゆうばり,43.022611,142.082306,1,068-0544,北海道夕張市南部大宮町１０３,1,1911-06-01,1987-07-22,0,NULL
9911804,96c35f,シューパロ湖,シューパロ湖,しゅーぱろこ,43.03375,142.099889,1,068-0662,北海道夕張市鹿島明石町,1,1962-06-01,1969-10-01,0,NULL
9911805,1da609,明石町,明石町,あかしちょう,43.062139,142.101917,1,068-0662,北海道夕張市鹿島明石町,1,1945-05-06,1973-12-16,0,NULL
9911806,e35b4c,千年町,千年町,ちとせまち,43.073778,142.104444,1,068-0663,北海道夕張市鹿島千年町,1,1950-11-01,1973-12-16,0,NULL
9911807,410efb,大夕張,大夕張,おおゆうばり,43.082889,142.100417,1,068-0672,北海道夕張市鹿島富士見町,1,1929-11-01,1973-12-16,0,NULL
9911808,03cc77,大夕張炭山,大夕張炭山,おおゆうばりたんざん,43.091278,142.098417,1,068-0675,北海道夕張市鹿島北栄町,1,1929-01-22,1973-12-16,0,NULL
9911902,400b8f,新釧路,新釧路,しんくしろ,42.992833,144.395556,1,085-0002,北海道釧路市新釧路町８-８,1,1923-01-17,1970-04-16,0,NULL
9911903,a21fab,中園,中園,なかぞの,43.007111,144.387444,1,085-0052,北海道釧路市中園町１９-７,1,1960-03-01,1970-04-16,0,NULL
9911904,e8c448,雄鉄昭和,雄鉄昭和,ゆうてつしょうわ,43.017306,144.364917,1,084-0903,北海道釧路市昭和町３丁目１７-５,1,1968-01-20,1970-04-16,0,NULL
9911905,2ea5c8,北園,北園,きたぞの,43.020722,144.345833,1,084-0909,北海道釧路市昭和南５丁目３,1,NULL,1970-04-16,0,NULL
9911906,66d0b9,鶴野,鶴野,つるの,43.031944,144.325028,1,084-0924,北海道釧路市鶴野,1,1968-01-20,1970-04-16,0,NULL
9911907,582865,北斗,北斗,ほくと,43.06175,144.283944,1,084-0922,北海道釧路市北斗１８６−２,1,1923-01-17,1970-04-16,0,NULL
9911908,ce0661,山花,山花,やまはな,43.07675,144.236361,1,084-0928,北海道釧路市山花１３５−８,1,1926-10-20,1970-04-16,0,NULL
9911909,b11f73,桜田,桜田,さくらだ,43.088111,144.169583,1,085-0251,北海道釧路市桜田１３−７７−４,1,1925-09-20,1970-04-16,0,NULL
9911910,eaf39d,阿寒,阿寒,あかん,43.114583,144.128861,1,085-0218,北海道釧路市阿寒町新町２丁目５,1,1923-01-17,1970-04-16,0,NULL
9911911,bdc708,古潭,古潭,こたん,43.175361,144.100278,1,085-0222,北海道釧路市阿寒町布伏内２２線北４１−２４,1,1923-06-14,1970-04-16,0,NULL
9911912,e92d9d,新雄別,新雄別,しんゆうべつ,43.183972,144.093778,1,085-0222,北海道釧路市阿寒町布伏内２２線北５７−１３,1,1953-04-11,1970-04-16,0,NULL
9911913,8faa46,真澄町,真澄町,ますみちょう,43.190583,144.082833,1,085-0222,北海道釧路市阿寒町布伏内２２線北７５−３,1,1956-09-01,1970-04-16,0,NULL
9911914,29351d,雄別炭山,雄別炭山,ゆうべつたんざん,43.213806,144.073333,1,085-0000,北海道釧路市阿寒町雄別２２線１０８−２２,1,1923-01-17,1970-04-16,0,NULL
9912002,7b4de7,社尺別,社尺別,しゃしゃくべつ,42.8675,143.900944,1,088-0133,北海道釧路市音別町尺別１−１,1,1942-11-03,1970-04-16,0,NULL
9912003,d5a510,八幡前(北海道),八幡前,はちまんまえ,42.892611,143.869278,1,088-0133,北海道釧路市音別町尺別４６−１,1,1942-11-03,1970-04-16,0,NULL
9912004,c8445f,新尺別,新尺別,しんしゃくべつ,42.905772,143.832211,1,088-0133,北海道釧路市音別町尺別,1,1942-11-03,1970-04-16,0,NULL
9912005,412e79,旭町(北海道),旭町,あさひまち,42.90365,143.818042,1,088-0135,北海道釧路市音別町直別,1,1942-11-03,1970-04-16,0,NULL
9912006,6501e9,尺別炭山,尺別炭山,しゃくべつたんざん,42.905436,143.801844,1,088-0135,北海道釧路市音別町直別,1,1942-11-03,1970-04-16,0,NULL
9912103,e5d7f3,本通(北海道),本通,NULL,43.866722,141.897361,1,078-2225,北海道雨竜郡沼田町字幌新,1,1952-05-01,1971-04-15,0,NULL
9912104,39d3d6,幌新,幌新,ほろしん,43.8825,141.916861,1,078-2225,北海道雨竜郡沼田町字幌新,1,1930-07-01,1971-04-15,0,NULL
9912105,6a3876,袋地,袋地,NULL,43.906278,141.927778,1,078-2225,北海道雨竜郡沼田町字幌新,1,1952-05-01,1971-04-15,0,NULL
9912106,501fbd,新雨竜,新雨竜,NULL,43.937667,141.926556,1,078-2200,北海道雨竜郡沼田町字浅野,1,1930-07-01,1971-04-15,0,NULL
9912108,27a744,太刀別,太刀別,たちべつ,43.951333,141.941833,1,078-2200,北海道雨竜郡沼田町字浅野,1,1963-07-15,1971-04-15,0,NULL
9912109,39da5f,昭和(北海道),昭和,しょうわ,43.977861,141.946944,1,078-2200,北海道雨竜郡沼田町,1,1930-10-01,1971-04-15,0,NULL
9922302,4b52de,前田屋敷,前田屋敷,まえだやしき,40.653417,140.553547,2,038-1102,青森県南津軽郡田舎館村大字堂野前西田４９−４,1,1935-04-15,1998-04-01,0,NULL
9922402,fba7f1,海老川,海老川,えびかわ,41.285611,141.203694,2,035-0052,青森県むつ市昭和町８,1,1966-12-15,2001-04-01,0,NULL
9922403,2e35a2,田名部,田名部,たなぶ,41.296361,141.217278,2,035-0034,青森県むつ市田名部町１０,1,1939-12-06,2001-04-01,0,NULL
9922404,a5b023,樺山,樺山,かばやま,41.331806,141.216556,2,035-0021,青森県むつ市大字田名部下平２７−２,1,1939-12-06,2001-04-01,0,NULL
9922405,2db41f,陸奥関根,陸奥関根,むつせきね,41.355722,141.209917,2,035-0022,青森県むつ市大字関根北関根２７６,1,1939-12-06,2001-04-01,0,NULL
9922406,cb04d6,川代,川代,かわだい,41.377,141.205361,2,035-0022,青森県むつ市大字関根川代７−７,1,1939-12-06,2001-04-01,0,NULL
9922407,bffab3,正津川,正津川,しょうづかわ,41.3905,141.184111,2,039-4402,青森県むつ市大畑町正津川平８７−１０,1,1939-12-06,2001-04-01,0,NULL
9922408,d1ef11,大畑(青森),大畑,おおはた,41.40225,141.163722,2,039-4401,青森県むつ市大畑町庚申堂６０,1,1939-12-06,2001-04-01,0,NULL
9922502,f00c62,荒町(宮城),荒町,あらまち,38.777194,141.148111,4,989-5501,宮城県栗原市若柳川北砂押７２−１,1,1953-05-15,2007-04-01,0,NULL
9922503,8a6dcf,若柳,若柳,わかやなぎ,38.77475,141.131917,4,989-5501,宮城県栗原市若柳川北塚ノ越１７,1,1921-12-20,2007-04-01,0,NULL
9922504,189b6f,谷地畑,谷地畑,やちはた,38.781306,141.116111,4,989-5505,宮城県栗原市若柳福岡小谷町３５,1,1926-10-10,2007-04-01,0,NULL
9922505,92ac0c,大岡小前,大岡小前,おおおかしょうまえ,38.785361,141.105167,4,989-5506,宮城県栗原市若柳大林東千刈１,1,1995-12-25,2007-04-01,0,NULL
9922506,7510ab,大岡(宮城),大岡,おおおか,38.789972,141.08825,4,989-5506,宮城県栗原市若柳大林新堰合７３,1,1921-12-20,2007-04-01,0,NULL
9922507,6acb05,沢辺,沢辺,さわべ,38.798333,141.067639,4,989-5171,宮城県栗原市金成沢辺木戸口７０−２２,1,1921-12-20,2007-04-01,0,NULL
9922508,70cb67,津久毛,津久毛,つくも,38.818417,141.035722,4,989-5185,宮城県栗原市金成大原木琴野待４４−５,1,1924-01-15,2007-04-01,0,NULL
9922509,6e8b70,杉橋,杉橋,すぎはし,38.827444,141.022722,4,989-5311,宮城県栗原市栗駒里谷杉橋９,1,1924-01-15,2007-04-01,0,NULL
9922510,7b381e,鳥矢崎,鳥矢崎,とやさき,38.829889,141.011028,4,989-5311,宮城県栗原市栗駒里谷中沖１,1,NULL,NULL,0,NULL
9922511,44b2a7,栗駒,栗駒,くりこま,38.829611,140.991861,4,989-5301,宮城県栗原市栗駒岩ケ崎上町裏５６−２,1,1922-12-17,2007-04-01,0,NULL
9922512,aaac7c,栗原田町,栗原田町,くりはらたまち,38.824806,140.986028,4,989-5351,宮城県栗原市栗駒中野田町裏１,1,1951-11-01,2007-04-01,0,NULL
9922513,76ac4e,尾松,尾松,おまつ,38.819361,140.975528,4,989-5341,宮城県栗原市栗駒稲屋敷上ノ山１７,1,1942-12-01,2007-04-01,0,NULL
9922514,da7731,鶯沢,鶯沢,うぐいすざわ,38.826667,140.949028,4,989-5403,宮城県栗原市鶯沢北郷寺原６８,1,1942-12-01,2007-04-01,0,NULL
9922515,a87041,鶯沢工業高校前,鶯沢工業高校前,うぐいすざわこうぎょうこうこうまえ,38.807111,140.925528,4,989-5402,宮城県栗原市鶯沢南郷上新反田２７,1,1952-04-01,2007-04-01,0,NULL
9922516,daaa6c,細倉マインパーク前,細倉マインパーク前,ほそくらまいんぱーくまえ,38.803028,140.906028,4,989-5402,宮城県栗原市鶯沢南郷原１２,1,1942-12-01,2007-04-01,0,NULL
9922601,857cb4,東八幡平,東八幡平,ひがしはちまんたい,39.920409,140.974573,3,028-7303,岩手県八幡平市柏台１丁目２-２８,1,1948-03-15,1972-10-10,0,NULL
9922602,6e621a,鹿野,鹿野,ししの,39.922228,141.047909,3,028-7302,岩手県八幡平市松尾寄木第２９地割４０−９,1,1948-03-15,1972-10-10,0,NULL
9922603,0e3efc,田頭,田頭,でんどう,39.922303,141.077675,3,028-7112,岩手県八幡平市田頭第２６地割２７,1,NULL,1972-10-10,0,NULL
9922702,b112c7,川崎(秋田),川崎,かわさき,39.943306,140.097667,5,018-1605,秋田県南秋田郡八郎潟町川崎嘉美１−２,1,1950-01-20,1969-07-11,0,NULL
9922703,1b2bd6,高校前(秋田),高校前,こうこうまえ,39.944222,140.107083,5,018-1605,秋田県南秋田郡八郎潟町川崎嘉美１２０−８,1,NULL,1969-07-11,0,NULL
9922704,a6d82c,五城目,五城目,ごじょうのめ,39.944361,140.116889,5,018-1722,秋田県南秋田郡五城目町字鵜ノ木,1,1922-04-21,1969-07-11,0,NULL
9922802,cd6996,岱野,岱野,たいの,40.291936,140.58845,5,017-0031,秋田県大館市上代野稲荷台１−４,1,1909-05-07,1994-10-01,0,NULL
9922803,7382bc,東岱野,東岱野,ひがしたいの,40.291028,140.604281,5,017-0024,秋田県大館市大茂内上瘤木台６３−２,1,1970-11-01,1994-10-01,0,NULL
9922804,165e94,小雪沢,小雪沢,こゆきざわ,40.293344,140.636592,5,017-0021,秋田県大館市雪沢大滝,1,1915-10-20,1961-10-01,0,NULL
9922805,b56061,雪沢温泉,雪沢温泉,ゆきさわおんせん,40.297442,140.641903,5,017-0021,秋田県大館市雪沢下谷地８−１,1,1954-08-01,1994-10-01,0,NULL
9922806,ce142a,新沢,新沢,しんさわ,40.299356,140.659692,5,017-0021,秋田県大館市雪沢雪沢３３−１,1,1927-12-25,1994-10-01,0,NULL
9922807,29ede7,深沢(秋田),深沢,ふかさわ,40.286686,140.677244,5,017-0021,秋田県大館市雪沢楢木岱,1,1971-11-10,1994-10-01,0,NULL
9922808,001c05,茂内,茂内,しげない,40.291467,140.689211,5,017-0021,秋田県大館市雪沢上谷地１０８,1,1909-05-07,2009-04-01,0,NULL
9922809,739fbe,篭谷,篭谷,かごや,40.298678,140.706217,5,017-0021,秋田県大館市雪沢２０−３,1,1956-02-01,1994-10-01,0,NULL
9922810,a7d3c2,古館(秋田),古館,ふるだて,40.331111,140.741667,5,017-0202,秋田県鹿角郡小坂町小坂鉱山古館１−１１,1,1985-10-01,1994-10-01,0,NULL
9922811,be54b1,小坂,小坂,こさか,40.323828,140.74555,5,017-0202,秋田県鹿角郡小坂町小坂鉱山古川２０,1,1909-05-07,2009-04-01,0,NULL
9922902,14930e,松峯,松峯,まつみね,40.308925,140.551289,5,017-0051,秋田県大館市松峰西松峰１,1,1973-11-01,1985-04-01,0,NULL
9922903,01920a,花岡(秋田),花岡,はなおか,40.321814,140.546325,5,017-0005,秋田県大館市花岡町堤沢４２,1,1916-01-26,1985-04-01,0,NULL
9923002,94332c,京田,京田,きょうでん,38.748,139.812639,6,997-0054,山形県鶴岡市高田宮ノ腰５５,1,1929-12-08,1975-04-01,0,NULL
9923003,6054f7,安丹,安丹,あんたん,38.752861,139.793083,6,997-0057,山形県鶴岡市安丹１５３,1,1948-08-01,1975-04-01,0,NULL
9923004,900b2d,北大山,北大山,きたおおやま,38.754111,139.768333,6,997-1121,山形県鶴岡市大山近田３７−１,1,1929-12-08,1975-04-01,0,NULL
9923005,9f0451,善宝寺,善宝寺,ぜんぽうじ,38.772417,139.769306,6,997-1117,山形県鶴岡市下川関根１０７,1,1929-12-08,1975-04-01,0,NULL
9923006,578509,七窪,七窪,ななくぼ,38.784889,139.764139,6,997-1117,山形県鶴岡市下川龍花崎３６−４８２,1,1940-07-01,1975-04-01,0,NULL
